id,sub_id,work_package_id,indicative_action,indicative_sub_action,work_package_leads,Action Member(s) -- SUPERSEDE,Action Entity(s) -- GET VIA LEADS?,Milestone 1,Milestone 1 Deadline,Milestone Final,Milestone Final - Deadline,tracking_status,action_notes,upcoming_milestone,Delivery Date,work_package_title,workstream_id,Sub-Action,action_lead,Big Ticket,needs_member_state_engagement,intergovernmental_bodies,Scenario for Proposal Advancement,action_status,Legal Consideration/Implication,action_spport,document_paragraph_number,work_package_goal,document_paragraph_text,Scope Definition,un_budgets,action_updates,Milestone 2,Milestone 2 Deadline,FP Specific for WP-Level,action_members,Milestone 3,Milestone 3 Deadline
91,,18,Map existing Funding Compact review mechanisms and integrate discussion into a system-wide management mechanism at least once per year,,"['SA Reform', 'ASG DCO']","Jens Wandel, USG EOSG, jens.wandel@un.org;
Oscar Fernandez-Taranco, ASG DCO, fernandez-taranco@un.org;
Elizabeth Spehar, ASG PBSO, spehare@un.org;
Alain Noudehou, Director MPTFO UNDP, noudehou@un.org;
Susan Brown, ASG Director of the Bureau for External Relations and Advocacy UNDP, susan.brown@undp.org;
Rania Dagash, ASG and AED for Partnerships and Resource Mobilization, WFP, rania.dagash@wfp.org;
Kitty van der Heijden, ASG and DED for Partnerships, UNICEF, kvdheijden@unicef.org
Lisa Doughten, Director Humanitarian Financing and Resource Mobilization OCHA, doughten@un.org 
","['DCO', 'UNDP', 'OCHA', 'EOSG (SA)', 'DPPA']",Mapping of Funding Compact dialogues at country level and in governing bodies complete,2026-01-29,Present final mapping of Funding Compact review mechanisms and recommendations for integrating discussions into a system-wide review mechanism.,2026-03-30,Finalized,,Mapping of review mechanisms and relevant recommendations finalized for the Secretary-General's consideration,2026-03-30,Funding mechanisms,WS2,,"['SA Reform', 'ASG DCO']",True,,,1. Within SG authority,Further work ongoing,,"Chris Stokes, Senior Advisor, DCO, cstokes@un.org;
Fiona Bayat-Renoux, Deputy Chief of Staff, UNDP, fiona.bayat-renoux@uncdf.org;
Klaus Simioni Pederson, Chief, Resource Mobilization Branch, UNFPA, simonipedersen@unfpa.org;
Alice Sequi, Chief, Pooled Fund Branch, OCHA, sequi@un.org;
Lisa Kurbiel, Chief, Joint SDG Fund Secretariat, DCO, lisa.kurbiel@un.org
Sikander Thapa, Management Advisor, MPTFO, sikander.thapa@undp.org
Andrew Reese, Senior Advisor, UN Partnerships, UNICEF, areese@unicef.org
Romina Woldemariam, Partnerships Specialist, WFP, romina.woldemariam@wfp.org
Brian Williams, Chief, Financing for Peacebuilding Branch, PBSO, williamsbj@un.org",53.1,Adapted funding modalities for impact,13. Fully apply all commitments by the UN system through the Funding Compact and strengthen dialogue to this end,,,,,,,,,
52,,22,Begin co-locating special political missions with a regional focus and regional peace and development advisers with Regional Commissions serving as physical hosts (or remote participation),,"['USG DPPA', 'USG DPO']","Rosemary Anne Di Carlo, USG DPPA, rosemary.dicarlo@un.org;
Jean-Pierre Lacroix, USG DPO, jean-pierre.lacroix@un.org","['DPPA', 'DPO']","Establishing mandate, budgetary and other necessary measures and challenges",2026-03-30,Submission of final proposals pertaining to closer collaboration between SPMs and RECs,2026-12-30,Attention to timeline,Review final deadline to ensure checkpoint on impact of action before end of December 2026,Proposals prepared for the Secretary-General's consideration,2026-03-30,"Prevention, peacebuilding, peace support",WS3,,"['USG DPPA', 'USG DPO']",False,True,['GA'],2. Requiring further work,Further work ongoing,GA decision (programme budget) is required,"Markus Bouillon, Principal Political Affairs Officer, DPPA, bouillonm@un.org;",67.0,Simplifying access to regional expertise,"We will begin co-locating special political missions with a regional focus, regional peace and development advisors, with Regional Commissions serving as physical hosts. DPPA and DPO regional divisions will also participate remotely",,['RB 2027'],,,,,,,
83,,19,Prepare an action plan to complement the estimates of programme budget implications (PBI) for new mandates with additional info related to activities across the UN System,,"['USG Policy', 'USG DGACM']","Guy Ryder, USG for Policy, guy.ryder@un.org;
Movses Abelian, USG DGACM, abelian@un.org","['EOSG (USG Policy)', 'DGACM', 'DMSPC']","Initial concept note finalized between EOSG, DGACM, and OPPFB",2026-03-31,Proposals for enhanced mandate creation support submitted to MS for decision,2026-04-30,Finalized,,Initial concept note finalized for the Secretary-General's consideration,2026-03-31,Mandate creation support,WS2,,"['USG Policy', 'USG DGACM']",True,,,1. Within SG authority,Further work ongoing,,"Melanie Ramjoue, Senior Programme Officer, EOSG, ramjoue@un.org;

Wannes Lint, Intergovernmental Affairs Officer, DGACM, lint@un.org;

OPPFB - TBC",29.4,"Clear, concise and actionable texts that are more likely to deliver impact during implementation","5. For new mandates, complement estimates of regular budget expenditures prepared by the Secretary- General (in accordance with rule 153 of the rules of procedure of the General Assembly) with additional information on related programmatic activities across the UN system and across all sources of funding","Build network of secretariat support teams; deploy mandate registries and AI tools to improve transparency, consistency and drafting quality.",,,,,,,,
77,,18,"Rationalize the portfolio of pooled funds, with particular focus on the Central Emergency Response Fund, the Peacebuilding Fund, the Joint SDG Fund, and the Country-Based Pooled Funds",,"['SA Reform', 'ASG DCO']","Jens Wandel, USG EOSG, jens.wandel@un.org;
Oscar Fernandez-Taranco, ASG DCO, fernandez-taranco@un.org;
Elizabeth Spehar, ASG PBSO, spehare@un.org;
Alain Noudehou, Director MPTFO UNDP, noudehou@un.org;
Susan Brown, ASG Director of the Bureau for External Relations and Advocacy UNDP, susan.brown@undp.org;
Rania Dagash, ASG and AED for Partnerships and Resource Mobilization, WFP, rania.dagash@wfp.org;
Kitty van der Heijden, ASG and DED for Partnerships, UNICEF, kvdheijden@unicef.org
Lisa Doughten, Director Humanitarian Financing and Resource Mobilization OCHA, doughten@un.org 
","['DCO', 'UNDP', 'OCHA', 'EOSG (SA)', 'DPPA']","Analysis, mapping and categorization of all pooled funding and data",2026-01-29,"Present a portfolio view of pooled funding, with proposals and concrete steps for rationalizing the portfolio as necessary and building complementarities and synergies among pooled funds and across the UN pillars.",2026-08-31,Finalized,,"Analysis, mapping and categorization of all relevant data finalized for the Secretary-General's consideration",2026-01-29,Funding mechanisms,WS3,,"['SA Reform', 'ASG DCO']",True,,,2. Requiring further work,Further work ongoing,,"Chris Stokes, Senior Advisor, DCO, cstokes@un.org;
Fiona Bayat-Renoux, Deputy Chief of Staff, UNDP, fiona.bayat-renoux@uncdf.org;
Klaus Simioni Pederson, Chief, Resource Mobilization Branch, UNFPA, simonipedersen@unfpa.org;
Alice Sequi, Chief, Pooled Fund Branch, OCHA, sequi@un.org;
Lisa Kurbiel, Chief, Joint SDG Fund Secretariat, DCO, lisa.kurbiel@un.org
Sikander Thapa, Management Advisor, MPTFO, sikander.thapa@undp.org
Andrew Reese, Senior Advisor, UN Partnerships, UNICEF, areese@unicef.org
Romina Woldemariam, Partnerships Specialist, WFP, romina.woldemariam@wfp.org
Brian Williams, Chief, Financing for Peacebuilding Branch, PBSO, williamsbj@un.org",100.0,"Accountable, agile funding aligned with collective priorities","As part of our review, we intend to rationalize the portfolio of pooled funds, with particular focus on the Central Emergency Response Fund, the Peacebuilding Fund, the Joint SDG Fund, and the Country-Based Pooled Funds, ensuring these funds reinforce each other at country level, especially in complex, transition and crisis contexts where joined-up approaches matter most.",,,,,,,,,
46,,10,"Review existing interagency task forces and working groups and bring together all Headquarters coordination on country-specific, cross-pillar approaches to crisis prevention and centre capacities around the Regional Monthly Review platform",,['USG Policy'],"Guy Ryder, USG for Policy, guy.ryder@un.org
",['EOSG (USG Policy)'],Coordination fora mapped and first draft baseline analytics prepared,2026-01-30,Interagency task forces and working groups streamlined around 			Regional Monthly Review,2026-09-15,Confirmation needed,Confirm action members,Interagency task forces and working groups streamlined around Regional Monthly Review,2026-09-15,Senior management coordination forums,WS3,,['USG Policy'],True,,,1. Within SG authority,Further work ongoing,,"Ayaka Suzuki, Director SPMU, EOSG, suzukia@un.org",63.0,Form to follow function,"We will bring together all Headquarters coordination on country-specific, cross-pillar approaches to crisis prevention and centre capacities around the Regional Monthly Review platform. ",Consolidate HQ cross-pillar crisis coordination under an expanded RMR platform; streamline parallel groups; align analysis and decisions.,,,,,,,,
50,,12,Harmonize how UN system entities organize their regional work ,,"['ASG DCO', 'DSG']","Amina J. Mohammed, DSG, Amina.mohammed@un.org;
Izumi Nakamitsu, USG ODA, nakamitsu@un.org;
Oscar Fernandez Taranco, ASG DCO, fernandez-taranco@un.org 
","['EOSG (ODSG)', 'ODA', 'DCO', 'UNSDG']","System-wide working group convened and draft outline on Regional Reset to be shared with the Secretary-General for guidance, reflecting cross-pillar dimensions",2026-07-01,"Aspects of the regional reset – including RIPs – under Secretary-General prerogative implemented and decisions taken by Member States (Report May 2026 - TBC, depend on UN80 next reporting cycle)",2026-08-29,Finalized,,Proposal developed as part of the overall proposal for a regional reset and shared with the Secretary-General for his consideration,2026-03-31,Regional integrated platforms,WS3,,"['ASG DCO', 'DSG']",True,,,1. Within SG authority,Further work ongoing,,"Jean Philippe Bernardini, Senior Political Affairs Officer, EOSG, bernardini@un.org",66.0,Simplifying access to regional expertise,"In this context, we will also work to harmonize how UN system entities organize their regional work to promote joint efforts. ",,,,,,,,,
40,,5,"Strengthen and recalibrate the Resident Coordinator system to better leverage knowledge hubs, expertise-on-demand, and non-resident entities",,['DSG'],"Amina J. Mohammed, DSG, Amina.mohammed@un.org;
Oscar Fernandez-Taranco, ASG DCO, fernandez-taranco@un.org
","['EOSG (ODSG)', 'DCO', 'UNSDG']","The parameters for the recalibration of the RC system defined (e.g., change in DCO structure, more tailored approach)",2026-01-30,"All measures to recalibrate the RC system (DCO 2.0) implemented, under the Secretary-General’s authority, reflecting guidance from the appropriate legislative bodies",2026-08-29,Finalized,,Initial proposal for strengthening and recalibrating of the RC system prepared for Secretary-General's consideration,2026-03-31,UNCT reconfiguration,WS3,,['DSG'],True,,,2. Requiring further work,Further work ongoing,,"Jean Philippe Bernardini, Senior Political Affairs Officer, EOSG, bernardini@un.org",55.0,Reconfigured country teams with empowered leadership,"We will strengthen and recalibrate the Resident Coordinator system to better leverage system-wide expertise and accountability. Resident Coordinators will serve as the gateway to knowledge hubs and expertise-on-demand to mobilize specialized capacities more easily, particularly from specialized and non-resident entities.",,,,,,,,,
5,,23,Integrate the UN Institute for Disarmament Research (UNIDIR) into the Office for Disarmament Affairs (ODA) ,,['USG ODA'],,['ODA'],,,,,No submission,,Forthcoming,,Disarmament,WS3,,['USG ODA'],False,True,['GA'],2. Requiring further work,Further work ongoing,GA decisions (including on programme budget) required.,,18.0,Joined up and networked for lasting impact,"We plan to integrate the UN Interregional Crime and Justice
Research Institute (UNICRI) into the UN Office on Drugs and Crime (UNODC), embedding UNICRI expertise within a global network. The UN Institute for Disarmament Research (UNIDIR) would be integrated into the Office for disarmament Affairs (ODA) so its analysis informs negotiations and field support. In both cases, research independence would be preserved.",,['RB 2027'],,,,,,,
95,(a),31,"Implement residual actions from Phase II of the Working Group on Efficiencies, not to be included in or relevant for WP#14",CAP expansion,"['USG DMSPC', 'USG DOS']","Giovanna Ceglie, Director Administration DOS, giovanna.ceglie@un.org","['DOS', 'DMSPC']",Phase II CAPs endorsed for inclusion in RB 2027,2026-01-31,"Project Implementation Teams established in each location to develop detailed CAP operating models, governance and change management mechanisms",2026-09-29,Finalized,,Proposal prepared for the Secretary-General's consideration,2026-01-31,UN Secretariat efficiencies and improvement,WS1,Common administrative platform expansion,"['USG DMSPC', 'USG DOS']",False,True,['GA'],3. Included in budget estimate,Further work ongoing,GA decision (programme budget) required.,,,,,,,,,,,,,
66,,14,Accelerate the move toward a unified service backbone at country level; eliminate costly duplication on the ground,,"['Chair HLCM', 'ED WFP', 'Co-Chairs BIG']",BIG Co-Chairs,"['BIG', 'DCO']","Commence the Self Starter Common Back Office/ locally shared service trainings towards accelerated unified common service backbone in countries;;
Launch survey to identify high impact target countries for supported roll out;
Launch an Interagency task force on operationalizing Mutual Recognition to accelerate take up of this foundational enabler  ",2026-01-31,"Release integrated suite of services for common back office, which include knowledge management products and work towards achieving consistent comparative result reporting; 
Expand the reach of service offerings from BIG to the whole network at country level; 
Release the report of lessons learned on new Self-starter Common back office launches and the report of post-launching common shared service structure governance; 
Four new CBO's (minimum) to be launched in 2026",2026-11-14,Finalized,,High-impact contexts for next phase of common country back offices identified for Secretary-General's consideration,2026-01-31,Unified services roadmap,WS3,,"['Chair HLCM', 'ED WFP', 'Co-Chairs BIG']",True,,,2. Requiring further work,Further work ongoing,,"Larai Musa, Chief, Business Management Branch, DCO,  larai.musa@un.org;
Peride Blind, Chief Country Business Strategies Section, DCO, 
blind@un.org",85.0,Unified support services,"We will accelerate the move toward unified service backbone at country level. Building on the UNSDG’s commitments to Common Country Back Offices, and reinforced by the New Humanitarian Compact, we will eliminate costly duplication on the ground. Core humanitarian in-country services will be at the centre of these efforts, with other entities joining in compatible areas such as fleet management, common premises, ICT, procurement, booking hubs, security and other relevant services. Progress will be accelerated
by global shared services, harmonizing systems so that common services on the ground become easier.",,,,,,"Larai Musa, Chief, Business Management Branch, DCO,  larai.musa@un.org;
Peride Blind, Chief Country Business Strategies Section, DCO, 
blind@un.org",,,
95,(b),31,"Implement residual actions from Phase II of the Working Group on Efficiencies, not to be included in or relevant for WP#14",Contractual translation & documentation,"['USG DMSPC', 'USG DOS']","Cherith A Norman Chalet, Assistant Secretary-General DGACM, normanchalet@un.org","['DGACM', 'DOS', 'DMSPC']",31 December 2025: Complete analysis of survey on scope of contractual translation services to determine potential management mechanisms and their viability,2025-12-31,"Determination of the final milestone is subject to the outcome of milestone 1 and analysis of survey
",,Confirmation needed,Preliminary final milestone to be added,Proposals finalized for management consideration,2026-01-02,UN Secretariat efficiencies and improvement,WS1,Contractual translation & documentation,"['USG DMSPC', 'USG DOS']",False,True,['GA'],3. Included in budget estimate,Further work ongoing,GA decision (programme budget) required.,,,,,,,,,,,,,
78,,18,"Prepare a proposal on how core funding can become consistently cheaper and more attractive than fragmented approaches, including options to strengthen visibility for core contributors and partners",,"['SA Reform', 'ASG DCO']","Jens Wandel, USG EOSG, jens.wandel@un.org;
Oscar Fernandez-Taranco, ASG DCO, fernandez-taranco@un.org;
Elizabeth Spehar, ASG PBSO, spehare@un.org;
Alain Noudehou, Director MPTFO UNDP, noudehou@un.org;
Susan Brown, ASG Director of the Bureau for External Relations and Advocacy UNDP, susan.brown@undp.org;
Rania Dagash, ASG and AED for Partnerships and Resource Mobilization, WFP, rania.dagash@wfp.org;
Kitty van der Heijden, ASG and DED for Partnerships, UNICEF, kvdheijden@unicef.org
Lisa Doughten, Director Humanitarian Financing and Resource Mobilization OCHA, doughten@un.org 
","['DCO', 'UNDP', 'OCHA', 'EOSG (SA)', 'DPPA']",Draft paper on strengthening the case for core funding finalized for discussion with stakeholders,2026-01-29,"Present proposal to incentivize voluntary core funding and increase visibility for core contributors and partners, as well as ensure core funding drives coherence, effectiveness and efficiency.",2026-06-29,Finalized,,Draft paper on strengthening the case for core funding finalized for discussion with UN80 Steering Committee,2026-01-29,Funding mechanisms,WS3,,"['SA Reform', 'ASG DCO']",True,,,2. Requiring further work,Further work ongoing,,"Chris Stokes, Senior Advisor, DCO, cstokes@un.org;
Fiona Bayat-Renoux, Deputy Chief of Staff, UNDP, fiona.bayat-renoux@uncdf.org;
Klaus Simioni Pederson, Chief, Resource Mobilization Branch, UNFPA, simonipedersen@unfpa.org;
Alice Sequi, Chief, Pooled Fund Branch, OCHA, sequi@un.org;
Lisa Kurbiel, Chief, Joint SDG Fund Secretariat, DCO, lisa.kurbiel@un.org
Sikander Thapa, Management Advisor, MPTFO, sikander.thapa@undp.org
Andrew Reese, Senior Advisor, UN Partnerships, UNICEF, areese@unicef.org
Romina Woldemariam, Partnerships Specialist, WFP, romina.woldemariam@wfp.org
Brian Williams, Chief, Financing for Peacebuilding Branch, PBSO, williamsbj@un.org",101.0,"Accountable, agile funding aligned with collective priorities","Building on Funding Compact commitments, we will launch an exercise with the aim of ensuring that core funding, like pooled funding, becomes consistently cheaper and more attractive than fragmented approaches. This will include options to strengthen visibility for core contributors and partners.",,,,,,,,,
23,,2,Align agencies’ responsibilities: UNHCR/IOM on joint institutional approaches (incl. route-based programming) ,,['USG OCHA'],"Filippo Grandi, HC UNHCR, grandi@unhcr.org;
Amy Pope, Director General, International Organization for Migration (IOM) - dg@iom.int
","['UNHCR', 'IOM', 'OCHA']","2–3 priority contexts are selected for agreement on context-specific approaches to enhance complementary operationalization of the Route-Based Approach, with comprehensive and connected interventions along routes",2026-01-30,"In those contexts, complementarity is demonstrated by UNHCR and IOM in operationalizing Route-Based programming, with clear roles, planning and coordination, and practical observations and lessons are shared with UN80 bodies",2026-08-30,Finalized,,Benefits of complementarity demonstrated along priority routes ,2026-08-30,New Humanitarian Compact,WS3,,['USG OCHA'],True,,,2. Requiring further work,Further work ongoing,,"Shahrzad Tadjbakhsh, Director, Division of International Protection, UNHCR, tadjbakh@unhcr.org;
Ugochi Daniels, Deputy Director General for Operations, IOM, udaniels@iom.int;
Hansjoerg Strohmeyer, Policy Director, OCHA, strohmeyerh@un.org",32.0,Maximizing impact,"Agencies are aligning responsibilities: FAO/WFP/IFAD on food security; UNHCR/IOM on joint institutional approaches, incl. route-based programming; UNICEF/WFP/UNHCR/IOM on beneficiary data; WHO/UNICEF/WFP on health and nutrition.","Develop unified approaches for displacement/mobility, including joint route-based programming, predictable roles and reduced duplication.",,,,,,,,
16,,2,Streamline Humanitarian Needs and Response Plans to become shorter and sharper,,['USG OCHA'],"Tom Fletcher, USG OCHA, fletcher@un.org
",['OCHA'],"By Q1 2026, publication of 2026 Humanitarian Response Plans (HNRPs) that are shorter, sharper and increasingly digitized",2026-03-30,"By Q1 2026, publication of 2026 Humanitarian Response Plans (HNRPs) that are shorter, sharper and increasingly digitized",2026-03-30,Finalized,"Substantive work has been done, hence no initial indicative milestone",Humanitarian Response Plans for 2026 published in shorter and more digital format,2026-03-30,New Humanitarian Compact,WS3,,['USG OCHA'],True,,,2. Requiring further work,Further work ongoing,,"Hansjoerg Strohmeyer, Policy Director, OCHA - strohmeyerh@un.org
",27.0,Maximizing impact,"Humanitarian Needs and Response Plans will become shorter and sharper, coordination structures simpler and action better aligned with local capacities.","Shorten, simplify and focus HNRPs on outcomes, prioritization, and essential data only; cut reporting burden; align with simplified planning from the Compact.",,,,,,,,
92,,20,"Prepare proposals by the SG as per Rule 105.6 of ST/SGB/2018/3 for the “GA, with justification, a list of outputs from the previous period which, in the judgement of the SG, can be discontinued” ",,['CDC'],"Catherine Pollard, USG DMSPC, pollardc@un.org;
Inger Andersen, ED UNEP, inger.andersen@un.org;
Catherine Russell, ED UNICEF, crussell@unicef.org","['DMSPC', 'UNEP', 'UNICEF', 'DOS', 'EOSG (USG Policy)']",Revised budget instruction issued by PPBD accompanied by a political message from EOSG,2026-01-31,"Budget instructions for the 2028 programme plan issued with fully developed guidance on defining comparative advantage, based on lessons learned from the 2027 process ",2026-10-31,Finalized,,Additional review instructions shared with relevant UN entities,2026-10-31,UN budget / programme management,WS2,,['CDC'],True,,,1. Within SG authority,Further work ongoing,,"Chandramouli Ramanathan, Assistant Secretary-General & Controller, DMSPC, ramanathanc@un.org;
Ligia Noronha, ASG, UNEP, ligia.noronha@un.org;
Hannan Sulieman, Deputy Executive Director, UNICEF, hsulieman@unicef.org;
Arnab Roy, Director, EOSG, roya@un.org;
Christophe Monier, Director, DMSPC, monier@un.org;
Patrick Carey, Director, DOS, careyp@un.org;
Soomi Ro, Director, UNEP, ros@un.org;
Oumar Diallo, Special Assistant to the Chef de Cabinet, EOSG, dialloo@un.org;
Alessandro Susini, Executive Officer, EOSG, susini@un.org;
Kersten Jauer, Deputy Director Strategic Planning Unit, EOSG, jauer@un.org;
Qian Cheng, Finance and Budget Officer, EOSG, qian.cheng@un.org",60.4,"Effective, systemwide mandate reviews for maximum impact","14. Increase use of existing mechanisms to identify opportunities to consolidate and streamline work, including recommendations by the Secretary-General to terminate specific outputs (as per Rule 105.6 of ST/SGB/2018/3)","Create process for identifying duplicate, obsolete or low-value outputs; table SG proposals under Rule 105.6 for termination with savings.",,,,,,,,
19,,13,Initiate a practical Shared Platform Initiative between DSG and ERC,,"['USG OCHA', 'DSG']","Amina Mohammed, DSG, amina.mohammed@un.org;
Tom Fletcher, ERC and USG OCHA, fletcher@un.org","['EOSG (ODSG)', 'OCHA', 'DCO']","Action plan for the Shared Platform Initiative on four specific priorities areas the SPI under the DSG and ERC leadership mention: co‑location of RCOs and OCHA offices, establishing joined-up performance management and accountability frameworks for multi‑hatted RC/HCs, and advancing joint strategies for transitions and advocacy in crisis‑affected settings with specific timelines for immediate implementation and progress report to the Secretary-General summarizing next steps finalized",2026-01-30,"All initiatives rolled out and implementation finalized, as country 			contexts required",2026-07-30,Finalized,,"First progress report submitted to the Secretary-General covering the four areas: co-location of the offices, common performance management, clear accountabilty towards RC/HCs and joint strategies for transitions and advocacy, and the Action Plan drafted for Secretary-General’s guidance",2026-02-28,Shared platform initiative,WS3,,"['USG OCHA', 'DSG']",True,,,1. Within SG authority,Further work ongoing,,"Garry Conille, Special Adviser, DCO, gconille@unicef.org;
Edem Wosornu, Director Crisis Response Division, OCHA, wosornu@un.org;
Jean Philippe Bernardini, Senior Political Affairs Officer, EOSG, Bernardini@un.org 
",30.0,Enabling cross-pillar delivery,"To that end, the Deputy Secretary-General and the Emergency Relief Coordinator have started work on a practical Shared Platform Initiative (see paragraph 71 for more details). ","Create a joint DSG–ERC mechanism to align development and humanitarian planning, analysis and operational support in crisis-prone contexts.",,,,,"Garry Conille, Special Adviser, DCO, gconille@unicef.org;
Edem Wosornu, Director Crisis Response Division, OCHA, wosornu@un.org;",,,
48,,12,"Establish lean Regional Integrated Platforms to unite regional leaders across all pillars around joint plans, strategies, crisis response and resource mobilization for cross-cutting issues",,"['ASG DCO', 'DSG']","Amina J. Mohammed, DSG, Amina.mohammed@un.org;
Izumi Nakamitsu, USG ODA, nakamitsu@un.org;
Oscar Fernandez Taranco, ASG DCO, fernandez-taranco@un.org 
","['EOSG (ODSG)', 'ODA', 'DCO', 'UNSDG']","System-wide working group convened and draft outline on Regional Reset to be shared with the Secretary-General for guidance, reflecting cross-pillar dimensions",2026-07-01,"Aspects of the regional reset – including RIPs – under Secretary-General prerogative implemented and decisions taken by Member States (Report May 2026 - TBC, depend on UN80 next reporting cycle)",2026-08-29,Finalized,,Proposal for the establishment of Regional Integrated Platforms developed as part of the overall proposal for a regional reset and shared with the Secretary-General for his consideration ,2026-03-31,Regional integrated platforms,WS3,,"['ASG DCO', 'DSG']",True,,,2. Requiring further work,Further work ongoing,,"Jean Philippe Bernardini, Senior Political Affairs Officer, EOSG, bernardini@un.org",66.0,Simplifying access to regional expertise,"We will establish lean Regional Integrated Platforms to unite regional leaders across all pillars around joint plans, strategies, crisis response and resource mobilization for cross-cutting issues. ",,,,,,,,,
74,,16,"Establish a jointly financed, jointly governed programme and core team to run the Commons, secure system wide leadership commitments, and set a sustainable, pooled funding model with clear governance and capacity to deliver at pace and quality.",,"['USG Policy', 'USG DESA', 'ED UNICEF']","Guy Ryder, USG Policy, guy.ryder@un.org; 
LI Junhua, USG DESA, junhua.li@un.org; 
Catherine Russell, ED UNICEF, crussell@unicef.org","['EOSG (USG Policy)', 'DESA', 'UNICEF', 'ILO', 'ECLAC', 'ECA', 'UNIDO']","As part of ambition and delivery setup, system-wide leadership commitment secured for a joint programme in support of the UN System Data Commons, incl. potential resource contributions",2026-02-27,"Joint programme for UN System Data Commons fully set up, incl. initial resource contributions, and recommendations drafted for 2027 scaling",2025-09-14,Finalized,Intermediate milestones available,Commitments made by system-wide leadership for a sustainable joint approach supporting the UN System Data Commons,2026-02-27,Data,WS3,,"['USG Policy', 'USG DESA', 'ED UNICEF']",True,,,2. Requiring further work,Further work ongoing,,"Joao Pedro Azevedo, 
Chief Statistician and Deputy-Director heading the Data-Analytics Section, UNICEF, jpazevedo@unicef.org; 
Shantanu Mukherjee, Director, Economic Analysis and Policy Division, DESA, mukherjee1@un.org; Kersten Jauer, Deputy Director, Strategic Planning Unit, EOSG, jauer@un.org; Wai Min Kwok, Chief of Staff, DESA, kwok@un.org; Talea Von Lupin, Portfolio Manager, EOSG, talea.vonlupin@un.org",95.0,A data commons approach across all pillars,"Building on partnerships such as the Complex Risk Analytics Fund (CRAF'd), we will scale pooled funding approaches for data to support the Data Commons, reduce duplication, and multiply value while providing incentives that overcome data-hoarding, nurture shared capacities, and encourage openness.",,,,Joint programme initiated.,2026-07-30,"Joao Pedro Azevedo, <br>Chief Statistician and Deputy-Director heading the Data-Analytics Section, UNICEF, jpazevedo@unicef.org",,,
14,,1,"Delegate relevant programmatic tasks such as rule of law, governance and child protection – and the associated resources – to UN system entities best equipped to deliver them. ",,"['USG DPPA', 'USG DPO']","Rosemary DiCarlo, USG DPPA, rosemary.dicarlo@un.org;
Jean-Pierre Lacroix, USG DPO, jean-pierre.lacroix@un.org

Alexander de Croo, Administrator UNDP, alexander.de.croo@undp.org;
Tom Fletcher, USG OCHA, fletcher@un.org;
Oscar Fernandez Taranco, ASG DCO, fernandez-taranco@un.org;
Volker Türk, HC OHCHR, volker.turk@un.org;
Elizabeth Spehar, ASG PBSO, spehare@un.org;
Faisal Shahkar, UN Police Commissioner DPO OROLSI, faisal.shahkar@un.org;
Catherine Russell, ED UNICEF, crussell@unicef.org;
Sima Bahous, Executive Director, UN Women sima.bahous@unwomen.org;
Vanessa Frazier, SRSG CAAC,, vanessa.frazier@un.org;
Pramila Patten, SRSG SVC, pramila.patten@un.org","['DPPA', 'DPO', 'UNDP', 'OCHA', 'DCO', 'OHCHR', 'UNICEF', 'UN Women', 'OSRSG CAAC', 'OSRSG SVC']","Language on delegation included in the draft review of peace ops that includes the overall reset, to be sent to SG for approval.",2026-02-15,"Concept note and roadmap to be finalized by DPO and DPPA, for SG's consideration.",2026-10-06,Finalized,,Draft review of the future of peace operations (requested in GA resolution 79/1) submitted for the Secretary-General's consideration,2026-02-15,Peace operations (task delegation; review),WS3,,"['USG DPPA', 'USG DPO']",True,True,['GA'],2. Requiring further work,Further work ongoing,"GA decision (programme and peacekeeping budgets) required. Decisions of the governing bodies (including the executive boards) of the relevant agencies, funds and programmes required.","David Haeri, Director DPET, DPO, haeri@un.org;
Asif Khan, Director PMD, DPPA, khan34@un.org",23.0,Joined up and networked for lasting impact,"For future peace operations, we will innovate to deliver civilian mandates better. We will take steps to delegate relevant programmatic tasks such as rule of law, governance and child protection – and the associated resources – to UN system entities best equipped to deliver them.","Identify mission tasks better done by agencies; prepare transfer of functions, staff and budgets; build agreements with agencies; reduce duplication and mission size; strengthen nationally rooted, sustainable delivery.","['PKM 2026/27', 'RB 2027']",,,,"David Haeri, Director DPET, DPO, haeri@un.org",,,
58,,22,Integrate peace and development advisory support in all relevant Resident Coordinator Offices to ensure conflict risks are integrated into common country analyses,,"['USG DPPA', 'USG DPO']","Rosemary Anne Di Carlo, USG DPPA, rosemary.dicarlo@un.org;
Jean-Pierre Lacroix, USG DPO, jean-pierre.lacroix@un.org","['DPPA', 'DCO']",Establishing financial and other necessary conditions,2026-03-30,"Provision of PDA support to relevant RCOs, financial and other necessary conditions permitting",2026-12-30,Confirmation needed,Review ambition and deadline for final milestone,Recommendations prepared for the Secretary-General's consideration,2026-03-30,"Prevention, peacebuilding, peace support",WS3,,"['USG DPPA', 'USG DPO']",False,,,2. Requiring further work,Further work ongoing,,"Markus Bouillon, Principal Political Affairs Officer, DPPA, bouillonm@un.org;
Asif Khan, Director Political Affiars, DPPA, khan34@un.org
",73.0,Enabling cross-pillar delivery,We will integrate peace and development advisory support in all relevant Resident Coordinator Offices to ensure conflict risks are integrated into common country analyses. ,,,,,,,,,
